job_name,plugin_config,n_seed,T_end_s_mean,delta_U_pct_cpu_mean,delta_U_pct_mem_mean,delta_U_pct_eff_mean,delta_R_num_p1_mean,delta_R_num_p2_mean,delta_R_num_p3_mean,delta_R_num_p4_mean,delta_R_num_total_mean,delta_D_num_p1_mean,delta_D_num_p2_mean,delta_D_num_p3_mean,delta_D_num_p4_mean,delta_D_num_total_mean,delta_L_ms_p1_mean,delta_L_ms_p2_mean,delta_L_ms_p3_mean,delta_L_ms_p4_mean,delta_L_ms_total_mean,solver_attempts_mean,solver_optimal_mean,solver_feasible_mean,solver_failed_mean,plan_not_applicable_mean,plan_activated_mean,T_end_s_std,delta_U_pct_cpu_std,delta_U_pct_mem_std,delta_U_pct_eff_std,delta_R_num_p1_std,delta_R_num_p2_std,delta_R_num_p3_std,delta_R_num_p4_std,delta_R_num_total_std,delta_D_num_p1_std,delta_D_num_p2_std,delta_D_num_p3_std,delta_D_num_p4_std,delta_D_num_total_std,delta_L_ms_p1_std,delta_L_ms_p2_std,delta_L_ms_p3_std,delta_L_ms_p4_std,delta_L_ms_total_std,solver_attempts_std,solver_optimal_std,solver_feasible_std,solver_failed_std,plan_not_applicable_std,plan_activated_std
nodes=32_prio=4_arrival=16s,mode=stablequeue2s_blocking=0_defpreempt=1,3,7199.5322,1.02,0.8151,1.2361,1.1154,0.001,-0.0029,-0.0006,1.1129,89.6667,0.6667,0.0,-0.3333,90.0,-1858.7494,-20.0827,-18.5889,38.6633,-614.9799,95.6667,26.6667,1.6667,67.3333,0.0,28.3333,0.2315,0.755,0.4,0.6681,0.4025,0.0031,0.0035,0.004,0.4053,29.6873,1.1547,0.0,0.5774,30.5123,2684.0686,67.708,8.8481,40.1342,877.6554,8.3267,4.7258,2.0817,13.3167,0.0,5.0332
nodes=32_prio=4_arrival=16s,mode=stablequeue2s_blocking=1_defpreempt=0,3,7199.3792,0.9649,0.8472,1.2185,1.4563,-0.1244,-0.1792,-0.1143,1.0383,-46.3333,-22.6667,-20.6667,-16.6667,-106.3333,441.6959,2616.3498,4511.0,3483.934,2552.4288,106.6667,26.6667,2.0,78.0,0.0,28.6667,0.4025,0.6992,0.4383,0.63,0.2978,0.0668,0.0481,0.1141,0.3208,29.1433,7.0946,3.7859,9.2376,42.4421,2904.5014,1733.1707,1192.0766,4248.6484,1361.892,16.2583,3.5119,0.0,17.088,0.0,3.5119
nodes=32_prio=4_arrival=16s,mode=stablequeue2s_blocking=1_defpreempt=1,3,7199.7774,1.0535,0.8544,1.2644,1.1641,0.0002,-0.0001,-0.0011,1.1631,91.0,0.6667,0.3333,-0.3333,91.6667,-2014.9358,-11.0121,-6.1105,-6.3276,-665.59,99.6667,26.3333,3.3333,70.0,0.0,29.6667,0.1463,0.6995,0.3964,0.6112,0.3493,0.0029,0.0027,0.0013,0.3488,29.8161,1.1547,0.5774,0.5774,29.0918,2739.3313,49.5106,25.8818,13.5957,914.8433,8.3267,6.5064,1.5275,13.1149,0.0,5.0332
nodes=32_prio=4_arrival=16s,mode=stablequeue8s_blocking=0_defpreempt=0,3,7199.548,0.8865,0.7758,1.1411,1.4721,-0.1534,-0.2484,-0.1426,0.9277,-67.6667,-24.6667,-22.6667,-17.6667,-132.6667,13.8594,3664.1924,6114.47,4981.9246,3308.2834,55.6667,21.3333,0.6667,33.6667,0.0,22.0,0.3349,0.7317,0.4103,0.6444,0.2893,0.0469,0.0407,0.1369,0.3313,17.0978,4.0415,5.5076,8.0829,32.3161,2207.6257,1207.073,2738.8085,6062.5761,1031.9148,9.0185,3.2146,0.5774,6.5064,0.0,2.6458
nodes=32_prio=4_arrival=16s,mode=stablequeue8s_blocking=0_defpreempt=1,3,7199.6963,0.9346,0.7752,1.1295,1.0286,-0.0023,-0.0041,0.0007,1.023,86.6667,0.0,0.0,0.0,86.6667,-787.7303,25.6429,7.1288,37.1901,-243.0973,50.0,19.6667,2.0,28.3333,0.0,21.6667,0.3315,0.6599,0.2699,0.5443,0.2951,0.0031,0.0011,0.0017,0.2908,30.5014,0.0,0.0,0.0,30.5014,2836.4777,55.9705,46.7221,48.1924,923.8347,2.6458,3.0551,1.7321,3.5119,0.0,1.5275
nodes=32_prio=4_arrival=16s,mode=stablequeue8s_blocking=1_defpreempt=0,3,7199.5438,0.8944,0.7812,1.1491,1.4429,-0.1631,-0.2061,-0.1475,0.9262,-74.0,-26.0,-26.3333,-18.0,-144.3333,711.559,4003.3459,5497.7398,5362.3394,3575.5086,55.6667,20.3333,1.0,34.3333,0.0,21.3333,0.319,0.7231,0.3886,0.6229,0.2911,0.0511,0.0193,0.1362,0.3218,34.3948,10.8167,6.6583,9.5394,50.9346,2268.7476,1810.3381,2182.7997,6399.4232,1417.738,11.0151,1.5275,1.0,11.5902,0.0,0.5774
nodes=32_prio=4_arrival=16s,mode=stablequeue8s_blocking=1_defpreempt=1,3,7199.4843,0.9288,0.7379,1.1204,1.0276,-0.0019,-0.0016,0.0005,1.0246,71.0,0.0,0.3333,0.0,71.3333,-1242.7172,-8.7768,-3.3477,10.4527,-421.2583,54.3333,20.0,1.0,33.3333,0.0,21.0,0.336,0.649,0.3498,0.5649,0.29,0.0005,0.0006,0.0007,0.291,8.7178,2.0,0.5774,0.0,6.6583,2381.7885,13.1678,39.4421,12.7737,791.1307,6.8069,5.2915,1.7321,7.5056,0.0,5.0
nodes=32_prio=4_arrival=1s,mode=periodic32s_blocking=0_defpreempt=0,3,7199.6268,-0.1616,0.0488,-0.1046,1.3635,-0.6507,-0.462,-0.3976,-0.1469,-1572.3333,-364.3333,-273.3333,-211.3333,-2421.3333,194.5332,598.9704,644.663,530.692,468.6333,4.0,4.0,0.0,0.0,0.0,4.0,0.2351,0.2828,0.2,0.3322,0.1188,0.0453,0.0946,0.0952,0.1843,177.8379,28.0238,47.543,29.3655,242.7104,91.2068,71.1163,159.0101,109.9911,47.1442,1.7321,1.7321,0.0,0.0,0.0,1.7321
nodes=32_prio=4_arrival=1s,mode=periodic32s_blocking=0_defpreempt=1,3,7199.7368,-0.0683,-0.0203,-0.0401,-0.0421,-0.004,-0.0024,-0.0025,-0.051,-30.6667,-3.0,1.6667,1.3333,-30.6667,71.7901,-4.1012,5.804,0.0252,23.5647,3.5,3.5,0.0,0.0,0.0,3.5,0.3037,0.0605,0.1114,0.0746,0.0429,0.0066,0.0041,0.0052,0.0411,64.8563,10.3923,2.0817,2.5166,56.1456,55.2181,8.4031,20.4066,5.2493,23.5782,2.1213,2.1213,0.0,0.0,0.0,2.1213
nodes=32_prio=4_arrival=1s,mode=periodic32s_blocking=1_defpreempt=0,3,7199.5453,-0.0896,0.0223,-0.0685,1.3124,-0.567,-0.4834,-0.3964,-0.1344,-1582.3333,-374.0,-282.6667,-209.3333,-2448.3333,254.6974,494.5769,668.8188,616.4394,480.5812,5.5,5.0,0.0,0.5,0.0,5.0,0.4211,0.3454,0.1551,0.3138,0.2164,0.025,0.0933,0.0338,0.1979,209.6433,30.05,46.6083,27.7369,259.8314,26.8013,65.4359,93.3258,39.9755,31.1728,0.7071,0.0,0.0,0.7071,0.0,0.0
nodes=32_prio=4_arrival=1s,mode=periodic32s_blocking=1_defpreempt=1,3,7199.4533,-0.0194,0.0326,-0.0191,-0.0196,-0.0074,0.0014,0.0004,-0.0253,4.6667,-7.3333,3.6667,-0.6667,0.3333,25.5318,5.6375,2.4096,2.6695,10.9418,1.0,1.0,0.0,0.0,0.0,1.0,0.2921,0.1685,0.0935,0.139,0.0935,0.0039,0.0072,0.0022,0.0988,60.1775,11.5036,4.1633,0.5774,45.6545,47.6587,15.7118,19.0106,25.8079,27.9038,0.0,0.0,0.0,0.0,0.0,0.0
nodes=32_prio=4_arrival=1s,mode=periodic64s_blocking=0_defpreempt=0,3,7199.5698,-0.0176,0.134,0.0492,1.3674,-0.5526,-0.458,-0.358,-0.0011,-1578.3333,-346.3333,-271.6667,-204.0,-2400.3333,241.6781,537.025,614.1928,511.4721,457.1001,1.0,1.0,0.0,0.0,0.0,1.0,0.4038,0.2202,0.202,0.2835,0.1679,0.0377,0.0644,0.0549,0.1424,181.4865,27.7909,54.8118,28.1603,235.5087,22.381,52.307,111.744,129.7308,33.9878,0.0,0.0,0.0,0.0,0.0,0.0
nodes=32_prio=4_arrival=1s,mode=periodic64s_blocking=0_defpreempt=1,3,7199.5748,-0.1019,-0.0982,-0.1246,-0.1136,0.0017,-0.001,-0.0026,-0.1154,-8.6667,-9.0,4.3333,3.6667,-9.6667,42.096,-1.9465,-0.277,-1.7221,13.1481,,,,,,,0.2759,0.0547,0.1458,0.0554,0.0293,0.0096,0.0021,0.0039,0.0272,42.7707,9.5394,4.7258,4.0415,29.9054,59.952,14.7744,25.2281,8.8829,29.0968,,,,,,
nodes=32_prio=4_arrival=1s,mode=periodic64s_blocking=1_defpreempt=0,3,7199.839,-0.2136,-0.021,-0.1885,1.3465,-0.6656,-0.4635,-0.418,-0.2006,-1584.3333,-364.0,-285.6667,-207.6667,-2441.6667,179.9346,648.8738,599.8135,683.7301,494.4625,1.0,1.0,0.0,0.0,0.0,1.0,0.1001,0.3488,0.1492,0.3391,0.1431,0.0787,0.0877,0.0485,0.1963,164.3482,21.5174,32.0832,29.4845,198.8727,68.4224,157.6642,102.0822,137.6784,49.672,,,,,,
nodes=32_prio=4_arrival=1s,mode=periodic64s_blocking=1_defpreempt=1,3,7199.9373,-0.1483,-0.0179,-0.1379,-0.1036,-0.0043,-0.0035,-0.004,-0.1155,7.0,-4.3333,-0.6667,3.6667,5.6667,25.9834,1.6905,4.7189,2.3095,10.6364,,,,,,,0.0719,0.1097,0.0281,0.1221,0.0651,0.0046,0.0063,0.0039,0.0525,60.3573,8.3865,2.5166,5.0332,55.5908,44.3478,9.4145,21.196,12.5167,22.6096,,,,,,
nodes=32_prio=4_arrival=1s,mode=periodic8s_blocking=0_defpreempt=0,3,7199.3054,0.1305,0.151,0.1918,1.3904,-0.5385,-0.461,-0.3457,0.0453,-1502.3333,-356.3333,-286.3333,-207.0,-2352.0,194.038,592.4458,642.7899,622.529,482.2814,31.6667,27.6667,0.3333,3.6667,0.0,28.0,0.1643,0.3012,0.1745,0.2969,0.1353,0.0414,0.0877,0.011,0.1277,193.7584,39.0043,50.797,18.735,262.0916,72.6937,72.205,110.0041,74.2456,65.4576,1.1547,2.0817,0.5774,1.1547,0.0,2.0
nodes=32_prio=4_arrival=1s,mode=periodic8s_blocking=0_defpreempt=1,3,7199.5903,0.1123,0.0857,0.1387,0.1024,-0.0117,-0.0113,-0.0022,0.0772,75.0,-15.3333,-7.0,2.0,54.6667,13.1224,24.9625,19.1308,10.0869,17.622,36.6667,33.6667,0.0,3.0,0.0,33.6667,0.3801,0.2252,0.0167,0.2044,0.1212,0.0057,0.0047,0.0045,0.1174,56.4269,12.7017,2.0,8.1854,66.4254,19.83,19.0147,25.9306,12.7588,19.27,6.5064,7.5056,0.0,1.0,0.0,7.5056
nodes=32_prio=4_arrival=1s,mode=periodic8s_blocking=1_defpreempt=0,3,7199.5829,0.1604,0.1854,0.2104,1.3682,-0.5333,-0.46,-0.2856,0.0893,-1517.3333,-366.3333,-291.0,-201.3333,-2376.0,261.9673,572.3494,673.4808,551.6101,493.8558,29.6667,26.0,0.0,3.6667,0.0,26.0,0.3106,0.2597,0.156,0.2583,0.1639,0.0216,0.0758,0.0795,0.0602,179.0596,22.723,51.1566,5.5076,196.1148,91.7704,64.6537,70.6647,67.7338,47.9945,3.5119,3.4641,0.0,2.0817,0.0,3.4641
nodes=32_prio=4_arrival=1s,mode=periodic8s_blocking=1_defpreempt=1,3,7199.8185,0.1532,0.1644,0.2063,0.1609,-0.0149,-0.0084,-0.0028,0.1348,103.3333,-15.6667,-7.0,0.0,80.6667,54.4209,28.6604,31.1343,26.8402,37.414,40.0,33.0,0.6667,6.3333,0.0,33.6667,0.1333,0.1966,0.1229,0.1804,0.0601,0.0016,0.0065,0.0148,0.0767,19.4251,16.1967,2.6458,1.0,8.0829,68.3834,4.4935,13.7732,12.5168,28.1917,5.5678,7.0,0.5774,2.5166,0.0,7.2342
nodes=32_prio=4_arrival=1s,mode=schedulingfailure_blocking=0_defpreempt=0,3,7199.1705,-1.2211,-1.4163,-1.0853,-0.763,-1.8808,-1.3907,-0.8917,-4.9262,-2363.3333,-1414.6667,-1057.6667,-750.3333,-5586.0,3264.8873,3137.5785,2828.5657,2325.7349,2953.3494,419.3333,328.3333,8.6667,82.3333,15.3333,321.6667,1.1293,0.52,0.204,0.424,0.0696,0.1795,0.2566,0.0729,0.4624,172.7493,48.5627,45.0814,73.3644,267.1404,270.1926,628.9329,679.7861,158.0389,359.2184,31.9739,31.5013,6.4291,11.5902,5.5076,28.0238
nodes=32_prio=4_arrival=1s,mode=schedulingfailure_blocking=0_defpreempt=1,3,7199.6687,-1.9846,-2.1302,-1.9363,-2.7791,-1.3691,-1.0736,-0.7986,-6.0204,-507.0,-1149.6667,-904.3333,-695.6667,-3256.6667,2925.6496,2302.6971,2226.2435,2021.5801,2422.5712,442.3333,367.6667,3.0,71.6667,8.0,362.6667,0.1217,0.3824,0.0708,0.351,0.0627,0.1117,0.1879,0.083,0.4028,302.5012,51.5881,100.2863,103.2101,483.0242,329.3597,301.1233,419.2654,123.9063,296.6749,28.7286,29.5014,1.0,10.2144,2.0,26.5016
nodes=32_prio=4_arrival=1s,mode=schedulingfailure_blocking=1_defpreempt=0,3,7199.4788,-1.1629,-1.3358,-1.0091,-0.6643,-1.8831,-1.3724,-0.8775,-4.7973,-2318.0,-1384.3333,-1048.0,-722.3333,-5472.6667,3099.7204,3225.2434,2726.1078,2370.0228,2909.77,412.0,323.0,8.3333,80.6667,12.6667,318.6667,0.4769,0.4762,0.2307,0.3694,0.0944,0.1045,0.2372,0.0869,0.4181,223.3361,48.2321,81.431,81.0021,378.7167,301.9116,338.518,430.0991,195.7887,295.2118,29.5127,30.8058,10.116,16.9214,7.2342,23.7978
nodes=32_prio=4_arrival=1s,mode=schedulingfailure_blocking=1_defpreempt=1,3,7199.5772,-1.9902,-2.1464,-1.9476,-2.8142,-1.37,-0.9702,-0.8128,-5.9672,-573.6667,-1179.0,-915.6667,-729.0,-3397.3333,2902.8281,2241.3404,2197.3678,2032.0434,2392.3129,429.6667,356.3333,3.0,70.3333,9.6667,349.6667,0.3475,0.3475,0.1591,0.3114,0.0073,0.0907,0.2138,0.0792,0.2286,323.6361,51.2152,75.9232,83.6122,521.479,359.6475,209.7091,117.1792,114.2741,191.9532,21.5484,24.9466,3.6056,13.6137,5.0332,23.1157
nodes=32_prio=4_arrival=1s,mode=stablequeue16s_blocking=0_defpreempt=0,3,7199.5578,-0.016,0.0961,0.0193,1.3622,-0.6043,-0.4353,-0.3533,-0.0306,-1560.0,-349.0,-273.6667,-206.6667,-2389.3333,195.7843,607.5488,638.4458,591.7967,480.1458,20.0,7.3333,0.0,12.6667,0.0,7.3333,0.2748,0.2114,0.1509,0.2159,0.1325,0.0416,0.0337,0.0177,0.1221,162.41,33.4066,37.6475,27.2091,217.3116,51.0253,131.215,29.2121,60.4878,55.9005,5.2915,2.8868,0.0,6.8069,0.0,2.8868
nodes=32_prio=4_arrival=1s,mode=stablequeue16s_blocking=0_defpreempt=1,3,7199.7351,-0.1214,-0.0156,-0.1074,-0.0772,-0.0039,-0.0033,-0.0041,-0.0886,29.3333,-3.0,5.3333,-3.0,28.6667,37.8265,2.6889,7.9228,2.5541,15.3342,27.6667,8.3333,0.0,19.3333,0.0,8.3333,0.1889,0.06,0.138,0.0301,0.0292,0.0083,0.0035,0.001,0.0219,51.6753,14.5258,4.1633,10.5357,38.8115,35.3122,13.4792,18.4682,13.6523,16.1299,8.0208,3.7859,0.0,4.9329,0.0,3.7859
nodes=32_prio=4_arrival=1s,mode=stablequeue16s_blocking=1_defpreempt=0,3,7199.6839,-0.0683,0.0276,-0.0077,1.3387,-0.6072,-0.4833,-0.3593,-0.1111,-1578.3333,-362.6667,-289.3333,-216.3333,-2446.6667,203.3423,628.9395,676.4475,573.8801,494.3217,19.3333,6.3333,0.0,13.0,0.0,6.3333,0.1129,0.2006,0.2188,0.2353,0.1364,0.0265,0.1122,0.0421,0.1055,168.8204,18.0093,55.3745,16.5025,209.8341,143.102,122.1074,150.8872,45.8923,11.2607,9.2916,2.8868,0.0,7.9373,0.0,2.8868
nodes=32_prio=4_arrival=1s,mode=stablequeue16s_blocking=1_defpreempt=1,3,7199.2998,-0.0469,0.0268,0.0186,-0.008,-0.0097,-0.0022,0.0005,-0.0194,18.6667,-4.6667,-1.6667,3.3333,15.6667,4.6701,0.5957,4.2105,-1.8626,2.6779,20.3333,4.6667,0.0,15.6667,0.0,4.6667,0.1586,0.1486,0.1094,0.1371,0.0701,0.0027,0.0083,0.0064,0.0765,21.9621,9.0738,4.0415,3.5119,11.3725,32.2917,10.8309,15.8328,6.036,18.0463,3.0551,1.1547,0.0,4.1633,0.0,1.1547
nodes=32_prio=4_arrival=1s,mode=stablequeue2s_blocking=0_defpreempt=0,3,7199.5166,0.3315,0.2598,0.3904,1.4321,-0.4901,-0.3872,-0.3166,0.2382,-1437.0,-343.3333,-265.6667,-196.3333,-2242.3333,209.1233,567.6564,607.3908,485.8136,448.7683,390.6667,49.6667,0.0,341.0,0.0,49.6667,0.4432,0.3938,0.0999,0.3634,0.1163,0.05,0.0997,0.0482,0.1525,182.0659,41.7652,53.8176,17.2434,247.7828,99.8148,91.846,129.1984,38.7344,63.7397,38.2143,5.6862,0.0,40.6325,0.0,5.6862
nodes=32_prio=4_arrival=1s,mode=stablequeue2s_blocking=0_defpreempt=1,3,7199.5316,0.2609,0.2074,0.3315,0.254,-0.0114,-0.0124,0.0019,0.2322,178.0,-10.0,-2.0,6.3333,172.3333,40.2273,9.3956,8.0764,3.9318,18.3725,390.3333,59.0,0.0,331.3333,0.0,59.0,0.4207,0.2874,0.0737,0.2239,0.1082,0.0034,0.0035,0.0034,0.115,75.2861,18.0831,4.3589,3.7859,57.5702,47.9682,8.5499,11.939,11.4933,20.5577,21.3854,6.245,0.0,20.2567,0.0,6.245
nodes=32_prio=4_arrival=1s,mode=stablequeue2s_blocking=1_defpreempt=0,3,7199.5067,0.3763,0.2923,0.432,1.429,-0.479,-0.3909,-0.2923,0.2669,-1444.6667,-353.6667,-266.0,-201.0,-2265.3333,186.0075,568.6085,637.1209,467.2223,444.5595,380.0,51.3333,0.0,328.6667,0.0,51.3333,0.3455,0.3801,0.1195,0.3452,0.1014,0.0383,0.0722,0.0337,0.1108,195.8528,37.4344,35.3836,15.5242,256.1666,124.0233,68.2009,132.722,82.6118,87.5771,43.5546,3.5119,0.0,46.9184,0.0,3.5119
nodes=32_prio=4_arrival=1s,mode=stablequeue2s_blocking=1_defpreempt=1,3,7199.4952,0.2606,0.2642,0.313,0.2827,-0.0221,-0.0162,-0.0124,0.2319,180.3333,-22.6667,-7.3333,-4.0,146.3333,36.0901,19.9244,13.7286,19.5496,24.1872,413.0,63.6667,0.0,349.3333,0.0,63.6667,0.3874,0.1983,0.0722,0.1604,0.0623,0.011,0.0021,0.0037,0.0635,34.7898,17.5024,4.7258,5.0,39.3234,53.9913,14.1271,24.4549,21.6716,28.8463,9.5394,17.6163,0.0,9.609,0.0,17.6163
nodes=32_prio=4_arrival=1s,mode=stablequeue8s_blocking=0_defpreempt=0,3,7199.3057,0.0359,0.1143,0.0653,1.3756,-0.5619,-0.4453,-0.373,-0.0046,-1551.3333,-356.0,-268.0,-206.6667,-2382.0,190.9028,592.7755,669.3185,598.7344,482.9892,61.0,15.6667,0.0,45.3333,0.0,15.6667,0.3195,0.2974,0.1341,0.2906,0.1171,0.0413,0.0776,0.0211,0.1329,181.3955,22.2711,52.4595,29.5691,247.5379,61.3875,64.9184,59.9241,94.9839,25.7409,14.7986,2.8868,0.0,11.9304,0.0,2.8868
nodes=32_prio=4_arrival=1s,mode=stablequeue8s_blocking=0_defpreempt=1,3,7199.6306,0.0442,0.0796,0.0686,0.0747,-0.0132,-0.0015,-0.0024,0.0575,85.0,-8.3333,-1.0,2.3333,78.0,19.9815,4.841,10.6313,1.2973,11.1214,70.0,19.6667,0.0,50.3333,0.0,19.6667,0.3859,0.129,0.126,0.1071,0.0997,0.0109,0.0037,0.0074,0.1125,1.7321,24.5017,4.5826,4.7258,29.4618,31.7663,8.9581,12.7374,11.2296,15.8601,19.2873,11.9304,0.0,7.5056,0.0,11.9304
nodes=32_prio=4_arrival=1s,mode=stablequeue8s_blocking=1_defpreempt=0,3,7199.5978,0.0352,0.0917,0.0841,1.3768,-0.5584,-0.4653,-0.3742,-0.021,-1539.6667,-350.6667,-283.0,-211.6667,-2385.0,235.1861,614.0906,679.8116,623.1926,510.5445,62.0,14.6667,0.0,47.3333,0.0,14.6667,0.3766,0.2715,0.1411,0.2699,0.1301,0.0259,0.1051,0.0414,0.1062,209.1539,41.1987,48.5695,19.6554,279.7267,115.8789,112.5883,90.162,145.0595,70.2905,13.0767,3.7859,0.0,10.7858,0.0,3.7859
nodes=32_prio=4_arrival=1s,mode=stablequeue8s_blocking=1_defpreempt=1,3,7199.4145,0.0518,0.0785,0.074,0.0691,-0.0107,-0.0064,-0.0029,0.0491,85.0,-6.3333,0.6667,3.0,82.3333,6.6972,0.5027,3.5107,-0.4805,3.1903,76.6667,23.3333,0.0,53.3333,0.3333,23.0,0.1955,0.0984,0.0436,0.0885,0.037,0.0065,0.0084,0.0046,0.0367,17.3494,6.5064,1.5275,8.0,25.7941,29.4197,14.9507,12.4553,10.5586,14.1812,35.7957,6.5064,0.0,30.1717,0.5774,6.0
nodes=32_prio=4_arrival=2s,mode=periodic32s_blocking=0_defpreempt=0,3,7199.3777,0.1787,0.2035,0.233,1.4131,-0.5466,-0.4244,-0.3841,0.0579,-850.3333,-216.6667,-169.3333,-130.0,-1366.3333,439.2151,1106.0366,1035.3487,1205.167,895.8185,10.0,9.6667,0.0,0.3333,0.0,9.6667,0.4052,0.3111,0.4344,0.3783,0.3166,0.0489,0.0695,0.0411,0.3487,172.4452,44.411,43.2936,20.7846,257.3797,155.0784,263.536,229.186,164.5765,146.4344,7.5498,7.0238,0.0,0.5774,0.0,7.0238
nodes=32_prio=4_arrival=2s,mode=periodic32s_blocking=0_defpreempt=1,3,7199.2147,0.2163,0.1099,0.2589,0.187,-0.0043,-0.0074,-0.0095,0.1658,51.6667,-2.3333,2.0,-3.0,48.3333,29.9843,5.6701,0.1861,8.7798,13.3879,9.6667,9.3333,0.0,0.3333,0.0,9.3333,0.2487,0.185,0.1432,0.1272,0.1089,0.0072,0.0124,0.0087,0.1248,63.5793,2.5166,3.6056,0.0,64.1275,10.8161,10.2225,9.0174,23.3338,4.3665,4.5092,4.0415,0.0,0.5774,0.0,4.0415
nodes=32_prio=4_arrival=2s,mode=periodic32s_blocking=1_defpreempt=0,3,7199.3197,0.2458,0.2203,0.292,1.4212,-0.5268,-0.4224,-0.3801,0.092,-869.6667,-221.6667,-183.0,-139.6667,-1414.0,326.3731,919.9616,997.1453,924.1224,746.9708,8.3333,8.0,0.0,0.3333,0.0,8.0,0.2833,0.2821,0.4219,0.367,0.3281,0.1175,0.0231,0.0822,0.3576,173.1021,57.8302,38.4318,22.1209,274.2827,194.1241,52.2185,228.2975,152.8445,18.7763,6.1101,5.5678,0.0,0.5774,0.0,5.5678
nodes=32_prio=4_arrival=2s,mode=periodic32s_blocking=1_defpreempt=1,3,7199.5703,0.2229,0.0611,0.2206,0.1356,-0.0078,-0.0101,-0.0086,0.1091,83.3333,-4.6667,1.6667,-1.0,79.3333,214.3868,15.703,12.2965,4.4037,76.5816,10.6667,10.6667,0.0,0.0,0.0,10.6667,0.4687,0.2389,0.1597,0.2385,0.2354,0.0153,0.0142,0.0066,0.2649,29.3655,3.7859,1.5275,2.0,34.9619,96.8262,5.7477,9.2775,7.1589,32.252,4.0415,4.0415,0.0,0.0,0.0,4.0415
nodes=32_prio=4_arrival=2s,mode=periodic64s_blocking=0_defpreempt=0,3,7199.5703,-0.1412,0.0846,-0.0786,1.3535,-0.664,-0.4693,-0.4254,-0.2051,-858.3333,-215.3333,-180.3333,-131.6667,-1385.6667,549.4701,1121.7527,965.7078,1282.3565,934.9599,3.6667,3.3333,0.0,0.3333,0.0,3.3333,0.4687,0.3449,0.4805,0.4613,0.3056,0.1502,0.0564,0.059,0.406,156.8449,52.1568,49.6521,20.6478,256.4397,176.2925,119.8243,118.9609,147.0898,78.307,2.5166,2.0817,0.0,0.5774,0.0,2.0817
nodes=32_prio=4_arrival=2s,mode=periodic64s_blocking=0_defpreempt=1,3,7199.5154,0.1003,-0.0113,0.0948,0.0426,-0.0047,-0.0124,-0.0116,0.0138,28.6667,-1.3333,2.0,-3.0,26.3333,239.6924,14.1839,23.3249,20.8153,89.0781,3.3333,3.3333,0.0,0.0,0.0,3.3333,0.4334,0.1984,0.0909,0.1987,0.148,0.0122,0.0161,0.0128,0.1343,36.2261,1.1547,2.6458,3.6056,35.6978,31.9649,8.1477,30.7856,17.5958,4.2827,1.5275,1.5275,0.0,0.0,0.0,1.5275
nodes=32_prio=4_arrival=2s,mode=periodic64s_blocking=1_defpreempt=0,3,7199.5344,-29.2395,-27.1404,-29.1165,-24.9275,-18.507,-19.5334,-13.1328,-76.1007,-1565.6667,-763.3333,-631.6667,-544.0,-3504.6667,512.3079,904.6003,1287.4481,1818.7591,1019.578,5.0,4.0,0.0,1.0,0.0,4.0,0.4383,50.496,47.2532,50.6179,45.7544,31.0217,32.9782,21.7563,131.5099,1336.008,969.1426,796.6005,690.318,3791.6985,43.4483,241.23,269.9624,673.8703,259.6218,2.8284,2.8284,0.0,0.0,0.0,2.8284
nodes=32_prio=4_arrival=2s,mode=periodic64s_blocking=1_defpreempt=1,3,7199.1954,0.0603,-0.0146,0.0777,0.0218,-0.005,-0.0074,-0.0098,-0.0005,25.6667,-7.3333,0.3333,-2.0,16.6667,246.1331,21.3862,13.1355,14.314,90.2079,3.0,3.0,0.0,0.0,0.0,3.0,0.1627,0.1479,0.1021,0.1243,0.1291,0.0088,0.0081,0.0066,0.1411,37.421,6.4291,4.1633,7.0,27.1539,158.9189,4.4849,3.0179,1.4705,53.1938,2.6458,2.6458,0.0,0.0,0.0,2.6458
nodes=32_prio=4_arrival=2s,mode=periodic8s_blocking=0_defpreempt=0,3,7199.2253,0.7301,0.4218,0.8322,1.4816,-0.4108,-0.3314,-0.2865,0.4529,-762.3333,-225.3333,-175.0,-134.0,-1296.6667,444.5825,1012.6638,925.9931,1039.9821,818.2061,47.0,41.0,0.3333,5.6667,0.0,41.3333,0.3309,0.3897,0.4096,0.3845,0.2609,0.0547,0.1267,0.0669,0.1944,168.2033,20.2567,43.9204,21.166,222.5069,100.2297,154.2747,394.6738,339.4952,177.8752,6.245,6.0828,0.5774,1.1547,0.0,6.6583
nodes=32_prio=4_arrival=2s,mode=periodic8s_blocking=0_defpreempt=1,3,7199.3833,0.668,0.3874,0.7558,0.5676,-0.0104,-0.0132,-0.0104,0.5337,182.6667,-12.6667,-8.0,-7.0,155.0,97.5427,39.3864,21.5295,41.1767,54.0085,55.3333,50.0,0.0,5.3333,0.0,50.0,0.309,0.2887,0.4352,0.3065,0.2943,0.0032,0.0095,0.0093,0.3074,56.0833,3.2146,1.7321,5.2915,49.4267,149.8031,22.437,9.4107,28.5103,37.0088,7.6376,8.544,0.0,1.1547,0.0,8.544
